open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-09-05 19:00:00+00:00,111198.77,111627.51,111125.8,111614.54,636.35672,2025-09-05 19:59:59.999000+00:00,70872440.85105780,71685,284.67626000,31707901.10931160,0
2025-09-05 20:00:00+00:00,111614.54,111679.79,111299.98,111630.3,588.97794,2025-09-05 20:59:59.999000+00:00,65659121.23013460,72716,254.46248000,28369564.48532790,0
2025-09-05 21:00:00+00:00,111630.31,111700.0,110375.6,110605.01,1465.95586,2025-09-05 21:59:59.999000+00:00,162527607.23478450,165488,655.54924000,72649456.50909010,0
2025-09-05 22:00:00+00:00,110605.01,110917.46,110500.0,110800.0,278.07558,2025-09-05 22:59:59.999000+00:00,30782245.73511440,44285,160.45754000,17760398.82500500,0
2025-09-05 23:00:00+00:00,110800.01,110859.49,110594.79,110659.99,177.83549,2025-09-05 23:59:59.999000+00:00,19689841.95295590,26360,54.34894000,6017664.44351890,0
2025-09-06 00:00:00+00:00,110660.0,110833.32,110552.56,110779.7,235.00101,2025-09-06 00:59:59.999000+00:00,26017109.61223260,43925,100.50201000,11127777.98026560,0
2025-09-06 01:00:00+00:00,110779.7,110917.46,110744.08,110867.7,186.31454,2025-09-06 01:59:59.999000+00:00,20650139.41706320,28672,71.30313000,7902276.43154460,0
2025-09-06 02:00:00+00:00,110867.71,111216.25,110733.11,111216.15,184.10167,2025-09-06 02:59:59.999000+00:00,20423318.11580000,29080,88.12567000,9777641.97084210,0
2025-09-06 03:00:00+00:00,111216.14,111307.7,111000.12,111082.22,194.76496,2025-09-06 03:59:59.999000+00:00,21647696.28290220,38423,93.57846000,10401702.89005240,0
2025-09-06 04:00:00+00:00,111082.23,111082.23,110783.7,110876.12,353.6322,2025-09-06 04:59:59.999000+00:00,39211119.80413180,33399,99.87677000,11073767.78208820,0
2025-09-06 05:00:00+00:00,110876.12,110876.13,110687.69,110714.0,151.66886,2025-09-06 05:59:59.999000+00:00,16800932.59969050,32926,47.22439000,5231244.67964910,0
2025-09-06 06:00:00+00:00,110714.0,110817.11,110714.0,110752.83,96.24087,2025-09-06 06:59:59.999000+00:00,10659314.47501710,14909,53.34912000,5908710.71358550,0
2025-09-06 07:00:00+00:00,110752.84,110829.15,110750.64,110825.6,86.44213,2025-09-06 07:59:59.999000+00:00,9577926.14216280,13608,47.10658000,5219253.72611940,0
2025-09-06 08:00:00+00:00,110825.59,110968.0,110774.46,110952.76,91.10955,2025-09-06 08:59:59.999000+00:00,10100724.29976760,16068,51.28644000,5685962.82211420,0
2025-09-06 09:00:00+00:00,110952.77,110952.77,110693.86,110695.06,193.74674,2025-09-06 09:59:59.999000+00:00,21459771.30304430,26216,69.96764000,7748924.36919280,0
2025-09-06 10:00:00+00:00,110695.06,110804.62,110677.3,110773.62,157.49749,2025-09-06 10:59:59.999000+00:00,17440081.52047850,22585,85.66367000,9485893.29017190,0
2025-09-06 11:00:00+00:00,110773.62,110868.8,110675.58,110781.02,179.54833,2025-09-06 11:59:59.999000+00:00,19882132.31672780,28830,106.85156000,11831797.72328970,0
2025-09-06 12:00:00+00:00,110781.03,110898.7,110753.97,110832.58,158.76991,2025-09-06 12:59:59.999000+00:00,17595820.82701030,26965,103.52501000,11472814.70606500,0
2025-09-06 13:00:00+00:00,110832.59,110947.91,110822.0,110936.82,154.65819,2025-09-06 13:59:59.999000+00:00,17148771.73727840,27172,97.04973000,10760821.46140600,0
2025-09-06 14:00:00+00:00,110936.82,110999.83,110781.96,110807.77,144.7163,2025-09-06 14:59:59.999000+00:00,16048347.24552880,24572,71.61631000,7942493.05512090,0
2025-09-06 15:00:00+00:00,110807.78,110840.0,110358.11,110384.15,427.86502,2025-09-06 15:59:59.999000+00:00,47316028.90808150,63949,188.70421000,20866052.14393340,0
2025-09-06 16:00:00+00:00,110384.16,110402.0,109977.0,110267.99,876.95944,2025-09-06 16:59:59.999000+00:00,96627929.95136670,132985,346.11904000,38139410.86137590,0
2025-09-06 17:00:00+00:00,110267.99,110275.5,110000.0,110157.41,202.2087,2025-09-06 17:59:59.999000+00:00,22274824.20004930,40401,95.12199000,10478237.66784120,0
2025-09-06 18:00:00+00:00,110157.41,110285.65,110056.29,110228.0,160.96245,2025-09-06 18:59:59.999000+00:00,17735320.95459760,33405,96.27440000,10607442.24842710,0
2025-09-06 19:00:00+00:00,110228.01,110260.0,110000.0,110038.41,151.53,2025-09-06 19:59:59.999000+00:00,16688816.92808200,27077,68.40099000,7534181.49606780,0
2025-09-06 20:00:00+00:00,110038.42,110167.01,110034.44,110167.0,140.0902,2025-09-06 20:59:59.999000+00:00,15421396.88448990,21670,78.80735000,8675238.39885530,0
2025-09-06 21:00:00+00:00,110167.01,110215.03,110093.14,110201.0,168.43512,2025-09-06 21:59:59.999000+00:00,18557570.04757040,22268,103.43884000,11396141.44446180,0
2025-09-06 22:00:00+00:00,110200.99,110238.12,110074.95,110170.55,159.17265,2025-09-06 22:59:59.999000+00:00,17536080.31801970,23466,85.94251000,9468211.56937350,0
2025-09-06 23:00:00+00:00,110170.54,110282.82,110113.96,110187.97,144.86264,2025-09-06 23:59:59.999000+00:00,15964762.65237690,22630,58.99715000,6501427.51416760,0
2025-09-07 00:00:00+00:00,110187.98,110367.37,110180.0,110356.75,274.12078,2025-09-07 00:59:59.999000+00:00,30222357.78328130,27126,122.70333000,13527134.38029600,0
2025-09-07 01:00:00+00:00,110356.74,110587.86,110332.81,110546.66,251.76683,2025-09-07 01:59:59.999000+00:00,27811696.60406690,34329,97.30143000,10748873.73356840,0
2025-09-07 02:00:00+00:00,110546.66,110692.52,110444.43,110666.24,231.20078,2025-09-07 02:59:59.999000+00:00,25556274.54678660,29285,84.87698000,9382471.27602800,0
2025-09-07 03:00:00+00:00,110666.24,110733.12,110596.71,110629.15,191.54953,2025-09-07 03:59:59.999000+00:00,21197602.47304890,26088,84.60844000,9363592.55884780,0
2025-09-07 04:00:00+00:00,110629.15,110638.0,110489.96,110557.76,140.43398,2025-09-07 04:59:59.999000+00:00,15525928.91687890,22889,40.29623000,4454914.69552530,0
2025-09-07 05:00:00+00:00,110557.77,110699.0,110557.76,110649.44,163.57402,2025-09-07 05:59:59.999000+00:00,18099955.16611220,24334,46.89057000,5188239.57830650,0
2025-09-07 06:00:00+00:00,110649.45,110665.35,110472.33,110504.15,195.71662,2025-09-07 06:59:59.999000+00:00,21639586.13182150,21863,56.19939000,6212989.01772610,0
2025-09-07 07:00:00+00:00,110504.14,110911.42,110463.1,110753.42,373.02249,2025-09-07 07:59:59.999000+00:00,41306280.55499740,39599,238.11592000,26373813.04075400,0
2025-09-07 08:00:00+00:00,110753.41,111377.19,110720.01,111071.25,524.25884,2025-09-07 08:59:59.999000+00:00,58232627.93357120,82066,303.65698000,33725359.42015430,0
2025-09-07 09:00:00+00:00,111071.25,111248.2,110876.88,111115.98,305.63775,2025-09-07 09:59:59.999000+00:00,33956992.26814690,48582,122.99190000,13663978.29231520,0
2025-09-07 10:00:00+00:00,111115.99,111237.97,111041.87,111225.02,152.81384,2025-09-07 10:59:59.999000+00:00,16983889.53805080,29694,52.85490000,5874122.49593650,0
2025-09-07 11:00:00+00:00,111225.03,111292.13,111189.75,111292.13,231.70263,2025-09-07 11:59:59.999000+00:00,25777053.12265840,30588,72.86807000,8106481.14837930,0
2025-09-07 12:00:00+00:00,111292.12,111292.13,111073.17,111115.92,171.8987,2025-09-07 12:59:59.999000+00:00,19108658.83534910,27952,62.22937000,6916630.55578010,0
2025-09-07 13:00:00+00:00,111115.92,111231.6,111042.6,111214.62,159.77105,2025-09-07 13:59:59.999000+00:00,17757726.25792510,28152,76.76113000,8532544.01745590,0
2025-09-07 14:00:00+00:00,111214.63,111412.0,111059.57,111145.59,337.64277,2025-09-07 14:59:59.999000+00:00,37552879.80311750,57161,124.73709000,13872709.54113930,0
2025-09-07 15:00:00+00:00,111145.59,111373.43,111120.56,111329.99,168.21133,2025-09-07 15:59:59.999000+00:00,18718586.50956400,29152,80.37037000,8943476.94075220,0
2025-09-07 16:00:00+00:00,111329.99,111371.35,111152.15,111202.02,223.90897,2025-09-07 16:59:59.999000+00:00,24911775.47997260,32498,57.38723000,6384393.14342510,0
2025-09-07 17:00:00+00:00,111202.02,111237.86,110888.07,110962.83,326.82203,2025-09-07 17:59:59.999000+00:00,36285067.66227420,44978,190.22006000,21114531.22046160,0
2025-09-07 18:00:00+00:00,110962.84,111063.0,110861.2,111053.76,219.80123,2025-09-07 18:59:59.999000+00:00,24390405.82316980,32082,134.18666000,14889880.30324590,0
2025-09-07 19:00:00+00:00,111053.77,111293.99,111049.05,111259.99,169.95303,2025-09-07 19:59:59.999000+00:00,18894702.67378990,37543,87.99052000,9781736.17896890,0
2025-09-07 20:00:00+00:00,111259.99,111371.26,111147.25,111330.3,178.99404,2025-09-07 20:59:59.999000+00:00,19913483.18903390,31177,92.07588000,10245075.90053520,0
2025-09-07 21:00:00+00:00,111330.31,111330.31,111050.14,111050.14,82.99122,2025-09-07 21:59:59.999000+00:00,9228851.11531270,14956,19.84661000,2206916.24974660,0
2025-09-07 22:00:00+00:00,111050.14,111364.4,111001.45,111250.01,270.95197,2025-09-07 22:59:59.999000+00:00,30121316.53182120,60354,155.94722000,17337723.81741640,0
2025-09-07 23:00:00+00:00,111250.01,111600.0,111076.92,111137.34,334.55501,2025-09-07 23:59:59.999000+00:00,37254251.23811790,62513,165.73571000,18456336.03369770,0
2025-09-08 00:00:00+00:00,111137.35,111293.26,110733.71,110837.96,553.54548,2025-09-08 00:59:59.999000+00:00,61455927.23113100,81101,291.36022000,32352785.43832050,0
2025-09-08 01:00:00+00:00,110837.95,110994.58,110731.71,110890.57,352.25138,2025-09-08 01:59:59.999000+00:00,39057520.38014300,74306,204.93660000,22722243.95228980,0
2025-09-08 02:00:00+00:00,110890.58,111372.0,110621.78,111240.0,364.1088,2025-09-08 02:59:59.999000+00:00,40427321.22944620,86574,191.80867000,21294780.20287780,0
2025-09-08 03:00:00+00:00,111239.99,111349.24,111026.91,111052.11,431.56519,2025-09-08 03:59:59.999000+00:00,47994460.72989320,66925,148.69361000,16534199.52910960,0
2025-09-08 04:00:00+00:00,111052.11,111218.49,110929.3,110979.35,318.48361,2025-09-08 04:59:59.999000+00:00,35362734.36198680,51752,179.19516000,19895779.04724010,0
2025-09-08 05:00:00+00:00,110979.35,111061.05,110899.69,111027.16,189.25665,2025-09-08 05:59:59.999000+00:00,21001095.00759630,31387,84.28115000,9351288.34724980,0
2025-09-08 06:00:00+00:00,111027.15,111197.86,110917.45,111113.26,156.58167,2025-09-08 06:59:59.999000+00:00,17391747.32546610,32151,72.61147000,8064099.24399990,0
2025-09-08 07:00:00+00:00,111113.26,111609.04,111113.25,111280.39,665.8032,2025-09-08 07:59:59.999000+00:00,74157629.43090300,68850,365.73131000,40733380.18865740,0
2025-09-08 08:00:00+00:00,111280.4,111910.48,111252.9,111684.25,867.092,2025-09-08 08:59:59.999000+00:00,96806221.56336670,95651,500.82320000,55914086.74571380,0
2025-09-08 09:00:00+00:00,111684.26,112095.0,111591.06,112094.99,695.25367,2025-09-08 09:59:59.999000+00:00,77794505.00696250,87350,378.69892000,42375014.18978420,0
2025-09-08 10:00:00+00:00,112094.99,112186.98,111920.89,112048.0,648.82485,2025-09-08 10:59:59.999000+00:00,72715573.36599360,67609,216.78138000,24293250.36014570,0
2025-09-08 11:00:00+00:00,112048.0,112121.59,111754.31,112052.43,512.51734,2025-09-08 11:59:59.999000+00:00,57357637.30080340,58495,221.52228000,24792127.49647890,0
2025-09-08 12:00:00+00:00,112052.43,112153.9,111934.24,112034.51,293.01193,2025-09-08 12:59:59.999000+00:00,32823714.77206670,46601,127.17207000,14246358.28712090,0
2025-09-08 13:00:00+00:00,112034.5,112370.3,111877.64,111906.55,1120.28751,2025-09-08 13:59:59.999000+00:00,125686904.04023150,152202,562.15490000,63073742.84182060,0
2025-09-08 14:00:00+00:00,111906.56,112779.5,111888.0,112645.05,989.95574,2025-09-08 14:59:59.999000+00:00,111254087.05628640,152790,570.82196000,64148877.50971920,0
2025-09-08 15:00:00+00:00,112645.06,112924.37,112526.61,112631.75,614.9683,2025-09-08 15:59:59.999000+00:00,69306807.65297430,115163,312.56883000,35224330.95598750,0
2025-09-08 16:00:00+00:00,112631.74,112670.06,112293.18,112398.0,493.93324,2025-09-08 16:59:59.999000+00:00,55548489.42715460,97783,203.19786000,22853237.28199210,0
2025-09-08 17:00:00+00:00,112398.01,112531.6,112075.2,112214.4,461.27895,2025-09-08 17:59:59.999000+00:00,51808599.03443580,83714,138.99019000,15611380.33547950,0
2025-09-08 18:00:00+00:00,112214.41,112515.59,112184.97,112477.01,296.32443,2025-09-08 18:59:59.999000+00:00,33293813.20527880,60310,126.30337000,14191355.92328640,0
2025-09-08 19:00:00+00:00,112477.01,112477.01,111978.67,112097.31,430.27796,2025-09-08 19:59:59.999000+00:00,48259992.31930360,75132,147.15457000,16501831.24965790,0
2025-09-08 20:00:00+00:00,112097.31,112153.07,111896.0,111958.04,288.87626,2025-09-08 20:59:59.999000+00:00,32354825.67694470,46410,109.63895000,12278268.49650070,0
2025-09-08 21:00:00+00:00,111958.04,112331.32,111930.73,112326.45,273.5437,2025-09-08 21:59:59.999000+00:00,30665679.76599140,27755,153.94543000,17258300.64992140,0
2025-09-08 22:00:00+00:00,112326.45,112512.71,112210.91,112236.71,274.21823,2025-09-08 22:59:59.999000+00:00,30812183.46704400,51137,119.07401000,13379940.33169850,0
